,下摆围,中腰围,前胸宽,前衣长,右袖口,右袖长,后中长,后背宽,小臂围,左袖口,左袖长,肚围,肚高,肩宽,胸围,袖肥,领围
2949,109.0,103.0,0.0,73.0,25.0,62.0,76.0,0.0,0.0,25.0,62.0,0.0,0.0,45.5,111.0,41.0,42.0
2950,103.0,95.5,0.0,0.0,24.5,62.5,75.0,0.0,0.0,24.5,62.5,0.0,0.0,46.0,105.0,40.0,39.0
2951,113.0,105.0,0.0,71.5,24.5,59.0,71.5,0.0,0.0,24.5,59.0,0.0,0.0,46.5,114.0,43.5,44.5
2952,105.0,100.0,-1.0,0.0,25.0,60.0,74.0,-1.0,0.0,25.0,60.0,0.0,0.0,45.0,107.0,39.0,42.0
2953,105.0,97.0,0.0,0.0,25.0,63.0,74.0,0.0,0.0,25.0,63.0,0.0,0.0,45.0,107.0,40.0,41.0
2954,113.0,105.0,0.0,71.5,24.5,59.0,71.5,0.0,0.0,24.5,59.0,0.0,0.0,46.5,114.0,43.5,44.5
2955,105.0,96.0,0.0,0.0,25.0,63.5,76.0,0.0,0.0,25.0,63.5,0.0,0.0,45.5,107.0,40.0,41.0
2956,105.0,96.0,0.0,0.0,25.0,63.5,76.0,0.0,0.0,25.0,63.5,0.0,0.0,45.5,107.0,40.0,41.0
2957,99.0,86.0,0.0,0.0,24.0,61.0,73.0,0.0,0.0,24.0,61.0,0.0,0.0,44.5,99.0,38.0,39.0
2958,109.0,98.0,0.0,0.0,0.0,61.5,75.0,0.0,0.0,26.0,61.5,0.0,0.0,46.0,108.0,41.0,41.0
2959,109.0,98.0,0.0,0.0,0.0,61.5,75.0,0.0,0.0,26.0,61.5,0.0,0.0,46.0,108.0,41.0,41.0
2960,115.0,107.0,0.0,0.0,26.0,66.0,78.0,0.0,0.0,26.0,66.0,0.0,0.0,48.0,115.0,42.5,43.0
2961,115.0,107.0,0.0,0.0,26.0,66.0,78.0,0.0,0.0,26.0,66.0,0.0,0.0,48.0,115.0,42.5,43.0
2962,115.0,107.0,0.0,0.0,26.0,66.0,78.0,0.0,0.0,26.0,66.0,0.0,0.0,48.0,115.0,42.5,43.0
2963,105.0,97.0,1.0,0.0,25.0,61.0,76.0,0.0,0.0,25.0,61.5,0.0,0.0,44.5,108.0,40.0,41.0
2964,105.0,97.0,1.0,0.0,25.0,61.0,76.0,0.0,0.0,25.0,61.5,0.0,0.0,44.5,108.0,40.0,41.0
2965,106.0,98.0,0.0,75.0,24.5,61.0,74.0,0.0,0.0,24.5,61.0,0.0,0.0,45.5,106.0,41.0,40.5
2966,114.0,107.0,0.0,0.0,25.0,61.5,76.0,0.0,0.0,25.0,61.5,0.0,0.0,46.5,111.0,41.5,42.5
2967,121.0,116.0,0.0,77.0,26.0,65.0,78.0,0.0,0.0,26.0,65.0,0.0,0.0,48.0,124.0,44.0,44.0
2968,122.0,118.0,0.0,81.0,25.5,63.5,81.0,0.0,0.0,25.5,63.5,0.0,0.0,50.0,124.0,45.0,46.5
2969,121.0,116.0,0.0,77.0,26.0,65.0,78.0,0.0,0.0,26.0,65.0,0.0,0.0,48.0,124.0,44.0,44.0
2970,102.0,91.5,0.0,0.0,24.0,59.5,75.0,0.0,0.0,24.0,59.5,0.0,0.0,44.5,99.0,38.0,40.5
2971,102.0,86.0,0.0,0.0,25.0,56.5,66.0,0.0,0.0,25.0,56.5,0.0,0.0,46.0,100.0,38.0,41.0
2972,109.0,101.0,0.0,2.0,25.0,65.5,78.0,0.0,0.0,25.0,65.5,0.0,0.0,46.0,111.0,41.0,42.0
2973,101.0,93.0,0.0,0.0,24.0,63.0,74.0,0.0,0.0,24.0,63.0,0.0,0.0,44.0,103.0,39.0,40.0
2974,117.0,108.0,1.0,0.0,26.0,59.0,79.0,0.0,0.0,26.0,59.0,0.0,0.0,48.0,118.0,43.0,45.0
2975,105.0,93.0,0.0,75.0,23.5,61.5,75.0,0.0,1.0,23.5,60.5,0.0,0.0,44.0,104.0,38.0,39.5
2976,117.0,108.0,1.0,0.0,26.0,59.0,79.0,0.0,0.0,26.0,59.0,0.0,0.0,48.0,118.0,43.0,45.0
2977,100.0,92.5,0.0,0.0,24.5,62.0,74.0,0.0,0.0,24.5,62.0,0.0,0.0,44.0,102.5,39.0,41.5
2978,115.0,107.0,0.0,0.0,26.0,66.0,78.0,0.0,0.0,26.0,66.0,0.0,0.0,48.0,115.0,42.5,43.0
2979,108.0,100.0,43.0,0.0,20.8,65.0,75.0,45.5,0.0,20.8,65.0,104.0,0.0,48.0,109.0,39.0,43.0
2980,103.0,98.0,0.0,79.0,24.0,65.5,70.0,0.0,0.0,25.0,65.5,0.0,0.0,46.0,108.0,41.0,41.5
2981,113.0,105.0,0.0,0.0,25.0,64.0,76.0,0.0,0.0,25.0,64.0,0.0,0.0,46.5,117.0,40.0,42.4
2982,103.0,98.0,0.0,79.0,24.0,65.5,70.0,0.0,0.0,25.0,65.5,0.0,0.0,46.0,108.0,41.0,41.5
2983,97.0,91.0,0.0,0.0,24.0,59.0,72.0,0.0,0.0,24.0,59.0,0.0,0.0,42.0,99.0,38.0,39.0
2984,109.0,105.0,0.0,0.0,24.0,59.0,70.0,0.0,0.0,24.0,59.0,0.0,0.0,43.0,111.0,41.0,41.0
2985,109.0,104.0,0.0,0.0,25.0,60.0,76.0,0.0,0.0,25.0,60.0,0.0,0.0,46.0,112.0,42.5,42.0
2986,106.0,97.0,0.0,0.0,25.0,62.0,74.0,0.0,0.0,25.0,62.0,3.0,0.0,45.0,107.0,40.0,42.0
2987,91.0,82.0,0.0,0.0,22.0,64.0,73.0,0.0,0.0,22.0,64.0,0.0,0.0,44.5,95.0,35.0,36.0
2988,96.0,84.0,0.0,75.0,24.0,58.0,73.0,0.0,0.0,24.0,58.0,0.0,0.0,43.8,94.0,36.0,38.0
2989,115.0,107.0,0.0,0.0,26.0,62.0,76.0,0.0,0.0,26.0,62.0,0.0,0.0,47.0,115.0,42.0,43.0
2990,115.0,107.0,0.0,0.0,26.0,62.0,76.0,0.0,0.0,26.0,62.0,0.0,0.0,47.0,115.0,42.0,43.0
2991,115.0,107.0,0.0,0.0,26.0,62.0,76.0,0.0,0.0,26.0,62.0,0.0,0.0,47.0,115.0,42.0,43.0
2992,118.0,112.0,0.0,0.0,26.0,65.0,78.0,0.0,0.0,26.0,65.0,0.0,0.0,48.0,120.0,43.0,44.0
2993,114.0,107.0,0.0,78.0,24.5,65.0,80.0,0.0,0.0,24.5,65.0,0.0,0.0,47.0,117.0,42.0,42.0
2994,109.0,103.0,0.0,0.0,25.0,60.0,76.0,0.0,0.0,25.0,60.0,0.0,0.0,46.0,111.0,41.0,42.0
2995,121.0,113.0,0.0,0.0,27.0,67.0,78.0,0.0,0.0,27.0,67.0,0.0,0.0,49.0,123.0,44.0,45.0
2996,123.0,119.0,0.0,0.0,27.0,60.5,79.0,0.0,0.0,27.0,60.5,0.0,0.0,48.0,124.0,45.0,46.5
2997,123.0,120.0,0.0,0.0,27.0,60.5,79.0,0.0,0.0,27.0,60.5,0.0,0.0,48.0,124.0,45.0,46.5
2998,106.0,90.0,0.0,0.0,23.5,62.0,75.0,0.0,0.0,23.5,62.0,0.0,0.0,44.5,102.0,39.0,40.0
2999,110.0,97.0,0.0,0.0,25.0,63.0,74.0,0.0,0.0,25.0,63.0,0.0,0.0,44.0,107.0,38.0,39.5
3000,101.0,97.0,0.0,0.0,24.0,55.0,69.0,0.0,0.0,25.5,55.0,0.0,0.0,44.0,102.0,39.0,39.0
3001,107.0,100.5,0.0,0.0,25.0,61.0,74.0,0.0,0.0,25.0,61.0,0.0,0.0,43.5,105.5,40.0,41.0
3002,110.0,100.0,0.0,77.5,0.0,0.0,75.0,0.0,0.0,25.0,59.5,0.0,0.0,47.0,110.0,40.0,41.5
3003,95.0,82.0,0.0,0.0,22.3,60.0,71.0,0.0,0.0,22.3,60.0,0.0,0.0,41.2,93.0,35.5,37.0
3004,107.0,100.5,0.0,0.0,25.0,61.0,74.0,0.0,0.0,25.0,61.0,0.0,0.0,43.5,105.5,40.0,41.0
3005,107.0,100.5,0.0,0.0,25.0,61.0,74.0,0.0,0.0,25.0,61.0,0.0,0.0,43.5,105.5,40.0,41.0
3006,101.0,90.0,0.0,0.0,22.5,62.5,72.0,0.0,0.0,22.5,62.5,0.0,0.0,48.0,101.5,37.0,40.0
3007,146.0,142.0,0.0,0.0,28.0,64.0,87.0,0.0,0.0,28.0,64.0,0.0,0.0,54.0,154.0,47.0,52.0
3008,146.0,142.0,0.0,0.0,28.0,64.0,87.0,0.0,0.0,28.0,64.0,0.0,0.0,54.0,154.0,47.0,52.0
3009,113.0,103.0,0.0,0.0,26.0,66.0,76.0,0.0,0.0,26.0,66.0,0.0,0.0,48.0,115.5,41.0,42.0
3010,125.0,117.0,0.0,0.0,27.0,63.0,79.0,0.0,0.0,27.0,63.0,0.0,0.0,50.0,127.0,45.0,46.0
3011,112.0,106.0,0.0,0.0,25.0,63.0,77.0,0.0,0.0,25.0,63.0,0.0,0.0,47.0,116.0,42.5,39.0
3012,112.0,106.0,0.0,0.0,25.0,63.0,77.0,0.0,0.0,25.0,63.0,0.0,0.0,47.0,116.0,42.5,39.0
3013,101.0,93.0,0.0,0.0,23.0,64.5,74.0,0.0,0.0,23.0,64.5,0.0,0.0,46.0,103.0,39.0,38.0
3014,101.0,93.0,0.0,0.0,22.0,64.5,74.0,0.0,0.0,22.0,64.5,0.0,0.0,46.0,103.0,39.0,38.0
3015,109.0,100.0,0.0,0.0,25.0,64.0,78.0,0.0,0.0,25.0,64.0,0.0,0.0,44.0,111.0,41.0,41.5
3016,116.0,108.0,0.0,0.0,26.0,64.0,77.0,0.0,0.0,26.0,64.0,0.0,0.0,47.0,115.0,43.0,43.0
3017,94.0,86.0,0.0,0.0,23.0,59.5,73.0,0.0,0.0,23.0,59.5,0.0,0.0,40.5,97.0,37.0,38.0
3018,115.0,106.0,0.0,79.0,26.0,62.6,79.0,0.0,0.0,26.0,62.6,0.0,0.0,48.5,114.0,42.0,43.0
3019,115.0,106.0,0.0,79.0,26.0,62.6,79.0,0.0,0.0,26.0,62.6,0.0,0.0,48.5,114.0,42.0,43.0
3020,109.0,99.0,0.0,0.0,25.0,66.0,76.0,0.0,0.0,25.0,66.0,0.0,0.0,46.0,111.0,41.0,42.0
3021,109.0,99.0,0.0,0.0,25.0,66.0,76.0,0.0,0.0,25.0,66.0,0.0,0.0,46.0,111.0,41.0,42.0
3022,119.0,115.0,0.0,78.0,25.5,66.0,78.0,0.0,0.0,25.5,66.0,0.0,0.0,48.5,118.0,43.0,44.0
3023,103.0,95.0,0.0,0.0,25.0,62.0,73.0,0.0,0.0,25.0,62.0,0.0,0.0,43.0,107.0,37.0,41.0
3024,105.0,97.0,0.0,68.0,28.0,51.0,70.0,0.0,0.0,28.0,51.0,0.0,0.0,43.7,107.0,37.0,39.0
3025,105.0,96.0,0.0,0.0,25.0,63.0,73.0,0.0,0.0,25.0,63.0,0.0,0.0,43.0,107.0,40.0,42.0
3026,105.0,96.0,0.0,0.0,25.0,63.0,73.0,0.0,0.0,25.0,63.0,0.0,0.0,45.0,107.0,38.0,41.0
3027,105.0,96.0,0.0,0.0,25.0,63.0,73.0,0.0,0.0,25.0,63.0,0.0,0.0,45.0,107.0,38.0,41.0
3028,104.0,93.0,0.0,76.5,23.0,63.0,74.0,0.0,30.0,23.0,63.0,0.0,0.0,47.0,108.0,36.0,40.5
3029,108.0,100.0,0.0,0.0,0.0,64.0,75.0,0.0,0.0,0.0,64.0,0.0,0.0,46.0,110.0,0.0,41.0
3030,107.0,106.0,0.0,75.0,24.5,60.0,73.5,0.0,0.0,24.5,60.0,0.0,0.0,45.0,108.0,37.0,42.0
3031,100.0,89.0,0.0,71.0,24.0,59.0,73.0,0.0,0.0,24.0,59.0,0.0,0.0,43.0,98.0,36.0,38.0
3032,107.0,106.0,0.0,75.0,24.5,60.0,73.5,0.0,0.0,24.5,60.0,0.0,0.0,45.0,108.0,37.0,42.0
3033,101.5,89.0,0.0,71.0,24.0,59.0,73.0,0.0,0.0,24.0,59.0,0.0,0.0,43.0,99.0,37.5,39.0
3034,96.0,86.0,0.0,75.0,23.0,62.5,74.0,0.0,0.0,23.5,62.5,0.0,0.0,43.0,100.0,35.0,37.5
3035,96.0,86.0,0.0,75.0,23.0,62.5,74.0,0.0,0.0,23.5,62.5,0.0,0.0,43.0,100.0,35.0,37.5
3036,109.0,101.0,0.0,79.0,25.0,62.0,78.0,0.0,0.0,25.0,62.0,0.0,0.0,45.0,111.5,41.0,42.0
3037,104.0,93.0,0.0,76.5,23.0,63.0,74.0,0.0,30.0,23.0,63.0,0.0,0.0,47.0,108.0,36.0,40.5
3038,109.0,101.0,0.0,79.0,25.0,62.0,78.0,0.0,0.0,25.0,62.0,0.0,0.0,45.0,111.5,41.0,42.0
3039,109.0,101.0,0.0,79.0,25.0,62.0,78.0,0.0,0.0,25.0,62.0,0.0,0.0,45.0,111.5,41.0,42.0
3040,101.0,93.0,0.0,0.0,24.0,62.0,74.0,0.0,0.0,24.0,62.0,0.0,0.0,44.0,103.0,39.0,40.0
3041,101.0,93.0,0.0,0.0,24.0,62.0,74.0,0.0,0.0,24.0,62.0,0.0,0.0,44.0,103.0,39.0,40.0
3042,94.0,80.0,0.0,0.0,21.0,60.0,74.0,0.0,0.0,21.0,60.0,0.0,0.0,43.0,91.0,35.0,37.0
3043,117.0,109.0,0.0,0.0,26.0,65.0,78.0,0.0,0.0,26.0,65.0,0.0,0.0,48.0,119.0,43.0,45.0
3044,109.0,101.0,0.0,79.0,25.0,62.0,78.0,0.0,0.0,25.0,62.0,0.0,0.0,45.0,111.5,41.0,42.0
3045,101.0,93.0,0.0,0.0,24.0,62.0,74.0,0.0,0.0,24.0,62.0,0.0,0.0,44.0,103.0,39.0,40.0
3046,105.0,96.0,0.0,0.0,24.0,61.5,76.0,0.0,0.0,24.0,61.5,0.0,0.0,45.0,107.0,39.5,41.0
3047,105.0,96.0,0.0,0.0,24.0,61.5,76.0,0.0,0.0,24.0,61.5,0.0,0.0,45.0,107.0,39.5,41.0
3048,105.0,96.0,0.0,0.0,24.0,61.5,76.0,0.0,0.0,24.0,61.5,0.0,0.0,45.0,107.0,39.5,41.0
3049,109.0,96.0,0.0,75.0,24.0,62.0,73.0,0.0,0.0,24.0,62.0,0.0,0.0,46.0,108.0,42.0,42.0
3050,101.0,93.0,0.0,0.0,25.0,59.0,74.0,0.0,0.0,25.0,59.0,0.0,0.0,44.0,102.0,37.0,40.0
3051,101.0,93.0,0.0,0.0,25.0,59.0,74.0,0.0,0.0,25.0,59.0,0.0,0.0,44.0,102.0,37.0,40.0
3052,109.0,101.0,0.0,0.0,25.0,62.5,76.0,0.0,0.0,25.0,62.5,0.0,0.0,47.0,111.0,39.0,41.0
3053,109.0,101.0,0.0,0.0,25.0,62.5,76.0,0.0,0.0,25.0,62.5,0.0,0.0,47.0,111.0,39.0,41.0
3054,109.0,101.0,0.0,0.0,25.0,62.5,76.0,0.0,0.0,25.0,62.5,0.0,0.0,47.0,111.0,39.0,41.0
3055,109.0,101.0,0.0,0.0,25.0,62.5,76.0,0.0,0.0,25.0,62.5,0.0,0.0,47.0,111.0,39.0,41.0
3056,111.0,106.0,0.0,0.0,24.0,61.5,80.0,-2.0,0.0,24.0,61.5,0.0,0.0,44.5,110.0,40.0,42.0
3057,108.0,103.0,0.0,0.0,24.0,61.0,76.0,0.0,0.0,24.0,61.0,0.0,0.0,44.0,110.0,39.0,40.0
3058,97.0,85.0,0.0,0.0,21.5,57.0,71.0,0.0,0.0,21.5,57.0,0.0,0.0,41.0,93.0,34.0,38.0
3059,105.0,97.0,0.0,0.0,24.0,63.0,74.0,0.0,0.0,24.0,63.0,2.0,0.0,44.0,107.0,38.5,41.0
3060,103.5,95.0,0.0,0.0,25.0,59.0,69.0,0.0,0.0,25.0,59.0,0.0,0.0,45.5,105.5,39.0,41.0
3061,97.0,85.0,0.0,0.0,21.5,57.0,71.0,0.0,0.0,21.5,57.0,0.0,0.0,41.0,93.0,34.0,38.0
3062,97.0,85.0,0.0,0.0,21.5,57.0,71.0,0.0,0.0,21.5,57.0,0.0,0.0,41.0,93.0,34.0,38.0
3063,115.0,106.0,0.0,0.0,26.0,65.0,78.0,0.0,0.0,26.0,0.0,0.0,0.0,48.0,116.0,43.0,44.0
3064,95.5,87.5,0.0,0.0,23.0,63.0,72.0,0.0,0.0,23.0,63.0,0.0,0.0,43.0,96.5,37.0,38.0
3065,117.0,109.0,0.0,0.0,26.0,64.0,78.0,0.0,0.0,26.0,65.0,0.0,0.0,48.0,119.0,43.0,44.0
3066,117.0,109.0,0.0,0.0,26.0,64.0,78.0,0.0,0.0,26.0,64.0,0.0,0.0,48.0,120.0,43.0,47.5
3067,117.0,109.0,0.0,0.0,26.0,64.5,78.0,0.0,0.0,26.0,64.5,0.0,0.0,48.0,120.0,43.0,47.5
3068,103.0,93.0,0.0,0.0,24.0,63.0,75.0,0.0,0.0,24.0,63.0,0.0,0.0,44.0,103.0,38.5,40.0
3069,105.5,96.5,0.0,72.0,20.5,63.0,70.0,0.0,0.0,20.5,63.0,92.0,0.0,44.0,107.5,39.5,42.0
3070,104.0,95.0,0.0,0.0,25.0,61.0,74.0,0.0,0.0,25.0,61.0,0.0,0.0,45.0,107.0,41.5,42.0
3071,109.0,107.0,0.0,70.0,0.1,61.0,68.0,0.0,0.0,0.1,61.0,0.0,0.0,46.0,117.0,45.0,45.0
3072,109.0,107.0,0.0,70.0,0.1,61.0,68.0,0.0,0.0,0.1,61.0,0.0,0.0,46.0,117.0,45.0,45.0
3073,99.0,87.0,0.0,0.0,24.0,61.0,71.0,0.0,0.0,24.0,61.0,0.0,0.0,44.0,97.0,35.0,38.0
3074,99.0,87.0,0.0,0.0,24.0,61.0,71.0,0.0,0.0,24.0,61.0,0.0,0.0,44.0,97.0,35.0,38.0
3075,99.0,87.0,0.0,0.0,24.0,61.0,71.0,0.0,0.0,24.0,61.0,0.0,0.0,44.0,97.0,35.0,38.0
3076,108.0,102.0,0.0,0.0,25.0,62.0,75.0,0.0,0.0,25.0,62.0,0.0,0.0,46.0,107.0,41.0,41.5
3077,108.0,102.0,0.0,0.0,25.0,62.0,75.0,0.0,0.0,25.0,62.0,0.0,0.0,46.0,107.0,41.0,41.5
3078,100.5,86.0,0.0,71.5,24.0,58.0,71.5,0.0,0.0,24.0,58.0,0.0,0.0,42.0,102.0,36.0,39.0
3079,99.0,90.0,0.0,73.0,24.0,61.0,73.0,0.0,0.0,24.0,61.0,0.0,0.0,43.0,103.5,39.0,39.5
3080,108.0,102.0,0.0,0.0,25.0,62.0,75.0,0.0,0.0,25.0,62.0,0.0,0.0,46.0,107.0,41.0,41.5
3081,107.0,100.0,0.0,0.0,25.0,59.5,74.0,0.0,0.0,25.0,59.5,0.0,0.0,45.5,107.0,40.0,42.0
3082,107.0,100.0,0.0,0.0,25.0,59.5,74.0,0.0,0.0,25.0,59.5,0.0,0.0,45.5,107.0,40.0,42.0
3083,107.0,100.0,0.0,0.0,25.0,59.5,74.0,0.0,0.0,25.0,59.5,0.0,0.0,45.5,107.0,40.0,42.0
3084,104.0,96.5,0.0,74.0,23.0,63.0,74.0,0.0,0.0,22.5,64.0,0.0,0.0,47.0,103.5,38.5,39.5
3085,120.0,115.0,0.0,0.0,27.0,60.5,77.0,0.0,0.0,27.0,60.5,0.0,0.0,48.5,119.0,43.0,45.0
3086,120.0,115.0,0.0,0.0,27.0,60.5,77.0,0.0,0.0,27.0,60.5,0.0,0.0,48.5,119.0,43.0,45.0
3087,120.0,115.0,0.0,0.0,27.0,60.5,77.0,0.0,0.0,27.0,60.5,0.0,0.0,48.5,119.0,43.0,45.0
3088,112.5,100.5,0.0,76.0,24.5,64.0,76.0,0.0,1.0,24.5,64.0,0.0,0.0,47.5,116.5,43.5,41.5
3089,112.5,100.5,0.0,76.0,24.5,64.0,76.0,0.0,2.0,24.5,64.0,0.0,0.0,49.0,117.0,43.5,41.5
3090,117.0,110.0,42.0,73.0,23.5,57.5,71.0,44.5,36.0,23.5,57.5,0.0,0.0,47.0,120.0,47.0,45.0
3091,113.5,109.5,0.0,76.5,21.5,63.5,74.5,0.0,0.0,21.5,63.5,110.0,0.0,48.5,117.0,42.0,43.5
3092,113.5,109.5,0.0,76.5,21.5,63.5,74.5,0.0,0.0,21.5,63.5,110.0,0.0,48.5,117.0,42.0,43.5
3093,113.0,105.0,0.0,0.0,26.0,56.0,72.0,0.0,0.0,26.0,56.0,0.0,0.0,47.0,115.0,42.0,43.0
3094,95.5,87.5,0.0,0.0,23.0,63.0,72.0,0.0,0.0,23.0,63.0,0.0,0.0,43.0,96.5,37.0,38.0
3095,101.0,93.0,0.0,0.0,24.0,60.5,75.0,0.0,0.0,24.0,60.5,0.0,0.0,44.0,103.0,39.0,40.0
3096,101.0,93.0,0.0,0.0,24.0,60.5,75.0,0.0,0.0,24.0,60.5,0.0,0.0,44.0,103.0,39.0,40.0
3097,97.0,89.0,0.0,0.0,24.0,60.0,70.5,0.0,0.0,24.0,60.0,0.0,0.0,43.0,99.0,37.0,39.0
3098,89.0,81.0,0.0,0.0,22.0,60.0,64.0,0.0,0.0,22.0,60.0,0.0,0.0,44.0,91.0,33.0,37.0
3099,93.0,85.0,0.0,0.0,23.0,57.5,68.5,0.0,0.0,23.0,57.5,0.0,0.0,42.0,95.0,37.0,38.0
3100,101.0,94.0,0.0,0.0,24.0,62.0,75.0,0.0,0.0,24.0,62.0,0.0,0.0,44.0,104.0,38.9,40.0
3101,101.0,94.0,0.0,0.0,24.0,62.0,75.0,0.0,0.0,24.0,62.0,0.0,0.0,44.0,104.0,39.0,40.0
3102,105.0,90.0,0.0,0.0,24.0,66.0,77.0,0.0,-1.0,24.0,66.0,0.0,0.0,44.0,101.0,37.0,41.0
3103,101.0,89.0,0.0,0.0,24.0,61.5,71.0,0.0,0.0,24.0,61.5,0.0,0.0,44.0,101.5,37.5,39.0
3104,101.0,89.0,0.0,0.0,24.0,61.5,71.0,0.0,0.0,24.0,61.5,0.0,0.0,44.0,101.8,37.5,39.3
3105,101.0,89.0,0.0,0.0,24.0,61.5,71.0,0.0,0.0,24.0,61.5,0.0,0.0,44.0,101.6,37.5,39.0
3106,101.0,94.0,0.0,74.0,24.5,60.0,72.0,0.0,0.0,24.5,60.0,0.0,0.0,43.0,103.0,39.6,40.0
3107,109.0,102.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,45.2,111.0,42.0,42.0
3108,117.0,110.0,0.0,76.0,26.5,62.0,75.0,0.0,0.0,26.5,62.0,0.0,0.0,47.4,119.0,44.4,44.0
3109,101.0,93.0,0.0,0.0,24.0,61.0,73.0,0.0,0.0,24.0,61.0,0.0,0.0,41.5,99.5,35.0,40.0
3110,101.0,93.0,0.0,0.0,24.0,61.0,73.0,0.0,0.0,24.0,61.0,0.0,0.0,41.5,99.5,35.0,40.0
3111,121.0,114.0,0.0,76.0,26.5,62.0,74.0,0.0,0.0,26.5,62.0,0.0,0.0,48.4,123.0,45.6,45.0
3112,113.0,106.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,46.4,115.0,43.2,43.0
3113,113.0,106.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,46.4,115.0,43.2,43.0
3114,109.0,102.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,45.2,111.0,42.0,42.0
3115,105.0,98.0,0.0,74.0,24.5,60.0,74.0,0.0,0.0,24.5,60.0,0.0,0.0,44.0,107.0,40.8,41.0
3116,101.0,94.0,0.0,74.0,24.5,60.0,72.0,0.0,0.0,24.5,60.0,0.0,0.0,43.0,103.0,39.6,40.0
3117,101.0,94.5,1.5,0.0,24.0,60.5,74.0,0.0,0.0,24.0,60.5,0.0,0.0,44.0,103.0,39.0,41.0
3118,105.0,98.0,0.0,74.0,24.5,60.0,74.0,0.0,0.0,24.5,60.0,0.0,0.0,44.0,107.0,40.8,41.0
3119,100.0,89.0,0.0,0.0,24.0,65.0,73.0,0.0,0.0,24.0,65.0,0.0,0.0,43.0,99.0,38.0,37.0
3120,113.0,105.0,0.0,0.0,26.0,60.5,76.0,0.0,0.0,26.0,60.5,0.0,0.0,47.0,115.0,42.0,44.0
3121,97.0,87.0,0.0,0.0,23.0,59.0,75.0,0.0,0.0,23.0,59.0,0.0,0.0,42.0,101.0,36.5,39.0
3122,105.0,97.0,0.0,0.0,25.5,63.0,81.0,0.0,0.0,25.5,63.0,0.0,0.0,45.0,111.0,41.0,42.0
3123,89.0,81.0,0.0,0.0,21.0,57.0,70.0,0.0,0.0,21.0,57.0,0.0,0.0,41.0,91.0,34.5,36.0
3124,107.0,99.0,0.0,75.0,22.0,60.0,73.0,0.0,0.0,22.0,60.0,0.0,0.0,43.0,107.0,39.0,40.0
3125,112.0,106.0,0.0,0.0,25.0,63.0,76.0,0.0,0.0,25.0,63.0,0.0,0.0,46.0,110.0,40.0,41.0
3126,93.0,85.0,0.0,0.0,23.0,63.0,72.0,-0.5,0.0,23.0,63.0,0.0,0.0,42.5,95.0,36.5,38.0
3127,103.0,95.0,0.0,0.0,24.0,56.0,70.0,0.0,0.0,24.0,56.0,0.0,0.0,44.0,106.0,39.0,41.0
3128,89.0,80.5,0.0,0.0,22.0,61.0,70.0,0.0,0.0,22.0,61.0,-0.5,0.0,42.0,91.0,34.5,37.0
3129,89.0,80.5,0.0,0.0,22.0,61.0,70.0,0.0,0.0,22.0,61.0,-0.5,0.0,42.0,91.0,34.5,37.0
3130,89.0,79.5,0.0,0.0,22.0,60.0,70.0,0.0,0.0,22.0,60.0,0.0,0.0,42.5,91.0,36.0,37.0
3131,89.0,80.5,0.0,0.0,22.0,61.0,70.0,0.0,0.0,22.0,61.0,-0.5,0.0,42.0,91.0,34.5,37.0
3132,108.0,97.0,0.0,73.0,24.0,64.5,75.0,0.0,0.0,24.0,64.5,0.0,-0.1,46.5,107.0,40.0,40.0
3133,103.0,93.5,0.0,0.0,25.0,63.0,74.0,0.0,0.0,25.0,63.0,0.0,0.0,44.0,104.5,40.0,40.0
3134,117.0,107.0,0.0,75.0,24.5,65.0,78.0,0.0,0.0,24.5,65.0,0.0,0.0,48.0,120.0,43.0,42.5
3135,97.0,87.0,0.0,1.5,24.0,64.0,73.0,0.0,0.0,24.0,64.0,0.0,0.0,44.0,99.0,37.0,39.0
3136,113.0,105.0,-1.0,0.0,26.0,60.0,74.0,2.0,0.0,26.0,60.0,0.0,0.0,47.0,116.0,42.0,43.0
3137,106.5,95.5,0.0,0.0,24.5,60.0,74.0,0.0,0.0,24.5,60.0,0.0,0.0,44.0,106.0,39.5,42.5
3138,106.5,95.5,0.0,0.0,24.5,60.0,74.0,0.0,0.0,24.5,60.0,0.0,0.0,44.0,106.0,39.5,42.5
3139,113.0,106.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,46.4,115.0,43.2,43.0
3140,113.0,106.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,46.4,115.0,43.2,43.0
3141,117.0,110.0,0.0,76.0,26.5,62.0,74.0,0.0,0.0,26.5,62.0,0.0,0.0,47.4,119.0,44.4,44.0
3142,117.0,110.0,0.0,76.0,26.5,62.0,74.0,0.0,0.0,26.5,62.0,0.0,0.0,47.4,119.0,44.4,44.0
3143,109.0,102.0,0.0,75.0,25.5,61.0,73.0,0.0,0.0,25.5,61.0,0.0,0.0,45.2,111.0,42.0,42.0
